date,market,manufacturer,brand,sub_brand,package,package_type,capacity_number,sales_value,sales_hectoliters,numeric_distribution_stores_handling,avg_price_per_liter,inventory_hectoliters,weighted_distribution_tdp_reach
9/22/2022,market1,ABI,brand16,sub_brand5,BOTELLA,NO RETORNABLE,330,33613748,46.09529877,0.208529264,7292.223633,94.46849823,0.2465
9/22/2022,market1,manufacturer10,brand22,sub_brand2,BOTELLA,NO RETORNABLE,330,115078912,64.08170319,0.489486694,17958.14453,58.32820129,2.784300089
9/22/2022,market1,manufacturer9,brand23,sub_brand2,BOTELLA,NO RETORNABLE,330,77172776,14.45839977,0.06300617,53375.69531,8.431099892,0.710600019
9/22/2022,market1,manufacturer2,brand2,sub_brand2,LATA,NO RETORNABLE,450,364655.5,0.201199993,0.00151323,18122.58984,0,0.056400001
9/22/2022,market1,manufacturer10,brand17,sub_brand3,BOTELLA,NO RETORNABLE,330,343281312,257.5870972,1.227531075,13326.80371,407.1297913,2.521300077
9/22/2022,market1,ABI,brand12,sub_brand3,LATA,NO RETORNABLE,269,5953497600,9526.723633,1.684566975,6249.260254,1274.532959,3.483999968
9/22/2022,market1,manufacturer13,brand24,sub_brand2,LATA,NO RETORNABLE,500,157381472,51.29180145,0.390148848,30683.53711,78.97550201,1.67990005
9/22/2022,market1,ABI,brand15,sub_brand3,LATA,NO RETORNABLE,355,919460.8125,1.39260006,0.00194558,6602.547363,0,0.0024
9/22/2022,market1,ABI,brand25,sub_brand2,LATA,NO RETORNABLE,269,2266255104,1933.828979,5.215162754,11719.00391,1371.827759,14.08870029
9/22/2022,market1,ABI,brand26,sub_brand9,LATA,NO RETORNABLE,269,10742847488,9444.422852,11.03944492,11374.80566,6021.756836,26.7052002
9/22/2022,market1,manufacturer14,brand27,sub_brand2,BOTELLA,NO RETORNABLE,330,20375312,11.47319984,0.038180519,17759.08203,0.211099997,1.600800037
9/22/2022,market1,manufacturer10,brand28,sub_brand2,BOTELLA,NO RETORNABLE,330,742478.5625,0.340799987,0.0045397,21783.72266,0,0.124700002
9/22/2022,market1,ABI,brand15,sub_brand3,LATA,NO RETORNABLE,473,1122122624,1520.057129,2.031046867,7382.108398,1534.77124,2.497100115
9/22/2022,market1,manufacturer10,brand20,sub_brand3,BOTELLA,RETORNABLE,330,417358176,311.4856873,0.412301302,13398.95215,118.3337021,1.264400005
9/22/2022,market1,manufacturer6,brand29,sub_brand2,BOTELLA,NO RETORNABLE,330,81488072,154.1544952,0.041289609,5286.130859,0,1.44630003
9/22/2022,market1,manufacturer15,brand30,sub_brand2,LATA,NO RETORNABLE,330,6606429,11.03719997,0.00324264,5985.59082,0,0.0548
9/22/2022,market1,ABI,brand1,sub_brand10,LATA,NO RETORNABLE,330,1607469568,1973.30835,4.380869389,8146.063477,1918.029541,10.55760002
9/22/2022,market1,manufacturer16,brand31,sub_brand2,LATA,NO RETORNABLE,500,98186288,34.24720001,0.093485653,28669.83203,11.43859959,1.733899951
9/22/2022,market1,ABI,brand32,sub_brand2,BOTELLA,RETORNABLE,330,7284347392,13141.46484,1.77850461,5543.025391,3505.627686,6.254700184
9/22/2022,market1,manufacturer10,brand33,sub_brand3,BOTELLA,RETORNABLE,330,364181632,511.619812,0.894062817,7118.20752,607.5606079,2.551399946
9/22/2022,market1,manufacturer17,brand34,sub_brand2,LATA,NO RETORNABLE,330,26341868,65.19529724,0.056940749,4040.453857,0,1.65260005
9/22/2022,market1,ABI,brand7,sub_brand11,BOTELLA,NO RETORNABLE,330,60471388,47.10369873,0.401708037,12837.9375,19.13400078,2.84649992
9/22/2022,market1,manufacturer10,brand35,sub_brand2,LATA,NO RETORNABLE,330,122811368,239.3002014,0.109699413,5132.10498,12.18719959,1.962000012
9/22/2022,market1,ABI,brand36,sub_brand5,BOTELLA,NO RETORNABLE,225,188899.6875,0.531300008,0.026451159,3555.558105,30.64599991,0.0027
9/22/2022,market1,manufacturer18,brand37,sub_brand2,BOTELLA,NO RETORNABLE,330,343253280,126.0121002,0.06089031,27239.71484,146.1961975,0.147400007
9/22/2022,market1,ABI,brand16,sub_brand5,BOTELLA,RETORNABLE,250,197415392,131.8249969,0.085765161,14975.5625,32.0082016,0.269499987
9/22/2022,market1,manufacturer8,brand38,sub_brand2,BOTELLA,NO RETORNABLE,330,926495.3125,0.261200011,0.00410734,35474.52734,0,0.444799989
9/22/2022,market1,ABI,brand16,sub_brand5,BOTELLA,RETORNABLE,175,6021.656738,0.0059,0.02526838,10286.39648,5.613599777,0.0045
9/22/2022,market1,manufacturer19,brand39,sub_brand2,BOTELLA,NO RETORNABLE,330,28154820,9.780099869,0.022519831,28787.88086,1.536499977,0.0123
9/22/2022,market1,manufacturer10,brand28,sub_brand2,BOTELLA,NO RETORNABLE,,4956510,1.961099982,0.00648528,25273.51367,0,0.322699994
9/22/2022,market1,ABI,brand12,sub_brand3,LATA,NO RETORNABLE,330,56592363520,69424.77344,33.99592209,8151.609375,52245.93359,56.74580002
9/22/2022,market1,manufacturer10,brand20,sub_brand3,BARRIL,NO RETORNABLE,,6139239,5.047999859,0.00216176,12161.75879,0,0.224600002
9/22/2022,market1,ABI,brand26,sub_brand9,BOTELLA,NO RETORNABLE,210,34747848,24.36129951,0.080912121,14263.53711,56.19720078,0.181400001
9/22/2022,market1,ABI,brand16,sub_brand3,BOTELLA,RETORNABLE,300,433420224,433.4201965,0.00715847,10000,0,0.157299995
9/22/2022,market1,ABI,brand12,sub_brand3,LATA,NO RETORNABLE,296,23689262,35.06010056,0.014656,6756.756836,7.365600109,0.0173
9/22/2022,market1,manufacturer20,brand40,sub_brand2,BOTELLA,NO RETORNABLE,500,201458416,58.61899948,0.252631575,34367.44141,48.89170074,1.664299965
9/22/2022,market1,manufacturer21,brand41,sub_brand3,LATA,NO RETORNABLE,330,15089092,5.710100174,0.01232203,26425.29102,0,0.385500014
9/22/2022,market1,manufacturer2,brand2,sub_brand2,LATA,NO RETORNABLE,450,551334.3125,0.272599995,0.00216176,20227.10742,0,0.042100001
9/22/2022,market1,ABI,brand42,sub_brand5,BOTELLA,RETORNABLE,330,184826.2344,0.305000007,0.02933177,6060.611816,5.145599842,0.056400001
9/22/2022,market1,ABI,brand3,sub_brand12,LATA,NO RETORNABLE,269,46738820,54.87379837,0.176047444,8517.518555,29.88660049,0.361299992
9/22/2022,market1,manufacturer16,brand43,sub_brand2,BOTELLA,NO RETORNABLE,500,998666.0625,0.379500002,0.00918514,26315.44922,0,0.114500001
9/22/2022,market1,manufacturer10,brand20,sub_brand3,BOTELLA,NO RETORNABLE,650,16670806,12.03909969,0.124610491,13847.2666,6.686600208,0.383599997
9/22/2022,market1,manufacturer8,brand18,sub_brand2,LATA,NO RETORNABLE,330,8943366,3.381099939,0.0116735,26451.22852,0,0.342999995
9/22/2022,market1,manufacturer10,brand22,sub_brand13,BOTELLA,NO RETORNABLE,330,943850816,610.2595215,1.90850246,15466.38574,620.4934082,7.675899982
9/22/2022,market1,ABI,brand26,sub_brand9,BOTELLA,NO RETORNABLE,710,1837629.125,1.886299968,0.00923579,9741.904297,0,0.0208
9/22/2022,market1,manufacturer10,brand14,sub_brand3,LATA,NO RETORNABLE,330,9935168512,14645.1748,11.35411835,6783.919434,14805.92871,21.76670074
9/22/2022,market1,manufacturer11,brand19,sub_brand14,BOTELLA,NO RETORNABLE,500,38055516,14.2343998,0.100533307,26734.88086,7.385399818,1.292600036
9/22/2022,market1,ABI,brand44,sub_brand15,LATA,NO RETORNABLE,330,1653129984,3825.770508,0.150941983,4321.038086,124.8016968,1.385499954
9/22/2022,market1,manufacturer20,brand40,sub_brand2,LATA,NO RETORNABLE,500,19472208,7.457499981,0.063603528,26111.02344,0.391600013,0.626600027
9/22/2022,market1,ABI,brand45,sub_brand2,LATA,NO RETORNABLE,355,96673.17188,0.118199997,0.0008647,8181.132324,0,0.0022
9/22/2022,market1,manufacturer11,brand19,sub_brand3,BOTELLA,NO RETORNABLE,500,121600104,38.33470154,0.263815939,31720.65234,39.65639877,1.770200014
9/22/2022,market1,ABI,brand12,sub_brand16,BOTELLA,RETORNABLE,330,1711542400,2103.198975,3.680686474,8137.805176,2399.086914,8.992600441
9/22/2022,market1,ABI,brand1,sub_brand1,BOTELLA,NO RETORNABLE,330,611749440,699.5266724,0.361334801,8745.19043,319.7558899,2.815299988
9/22/2022,market1,manufacturer10,brand20,sub_brand17,LATA,NO RETORNABLE,250,108184096,110.6414032,0.160280302,9777.899414,2.344199896,1.555999994
9/22/2022,market1,manufacturer16,brand43,sub_brand2,LATA,NO RETORNABLE,500,2351213.5,0.783699989,0.025451411,29999.99414,0,0.032499999
9/22/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,330,32042035200,44269.72656,22.14300919,7237.911133,18593.0293,40.7798996
9/22/2022,market1,ABI,brand16,sub_brand6,BOTELLA,RETORNABLE,330,7088842,10.45300007,0.049217649,6781.662598,31.89979935,0.257299989
9/22/2022,market1,ABI,brand16,sub_brand3,BOTELLA,RETORNABLE,225,1235276544,1256.907104,0.522585094,9827.90625,510.7138062,1.224499941
9/22/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,300,9625997,9.829000473,0.01179246,9793.429688,20.86170006,0.030999999
9/22/2022,market1,manufacturer10,brand22,sub_brand18,BOTELLA,NO RETORNABLE,330,184568032,97.41940308,0.744459987,18945.71289,79.90380096,3.858500004
9/22/2022,market1,manufacturer22,brand46,sub_brand2,LATA,NO RETORNABLE,,7159490,14.52700043,0.0062691,4928.413086,0,0.374000013
9/22/2022,market1,manufacturer10,brand22,sub_brand19,BOTELLA,NO RETORNABLE,330,68744656,39.66189957,0.344743848,17332.67969,35.89619827,2.279900074
9/22/2022,market1,manufacturer22,brand46,sub_brand2,LATA,NO RETORNABLE,330,254941.7031,0.141399994,0.00043235,18026.38086,0,0.017100001
9/22/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,269,4789931008,8551.422852,1.012020588,5601.326172,809.6647949,3.793299913
9/22/2022,market1,manufacturer16,brand43,sub_brand2,BOTELLA,NO RETORNABLE,330,1097643,0.31400001,0.00345882,34959.89844,0,0.122599997
9/22/2022,market1,manufacturer23,brand47,sub_brand2,BOTELLA,NO RETORNABLE,330,11431507,5.542099953,0.02654743,20626.75195,0.006,0.577899992
9/22/2022,market1,ABI,brand16,sub_brand5,LATA,NO RETORNABLE,473,273222656,371.9558105,0.616703749,7345.566895,306.8293152,1.705600023
9/22/2022,market1,ABI,brand15,sub_brand3,BOTELLA,RETORNABLE,1000,15679549440,27598.76758,5.091023445,5681.25,9625.115234,5.425199986
9/22/2022,market1,manufacturer24,brand48,sub_brand2,BOTELLA,NO RETORNABLE,330,14174693,2.366499901,0.08320231,59898.25,5.913000107,0.444799989
9/22/2022,market1,manufacturer25,brand49,sub_brand2,BOTELLA,NO RETORNABLE,330,10119801,3.66899991,0.035110611,27582.16211,4.995900154,0.041099999
9/22/2022,market1,ABI,brand1,sub_brand7,LATA,NO RETORNABLE,355,36849924,38.36849976,0.078407846,9604.205078,12.47119999,0.152500004
9/22/2022,market1,ABI,brand12,sub_brand3,BOTELLA,RETORNABLE,250,8342885888,9454.041016,0.792110264,8824.676758,3084.805176,3.09739995
9/22/2022,market1,ABI,brand50,sub_brand9,BOTELLA,NO RETORNABLE,210,68232355840,48258.80469,28.52253914,14138.8418,23114.5625,64.32849884
9/22/2022,market1,manufacturer10,brand20,sub_brand17,BOTELLA,NO RETORNABLE,330,116240944,72.65859985,0.151440024,15998.23535,54.32600021,0.902800024
9/22/2022,market1,ABI,brand51,sub_brand3,BOTELLA,RETORNABLE,330,16007558,20.77599907,0.225293323,7704.822266,82.31340027,0.184499994
9/22/2022,market1,ABI,brand12,sub_brand16,LATA,NO RETORNABLE,330,3766992128,5516.004883,11.70971775,6829.204102,3789.594727,21.02729988
9/22/2022,market1,manufacturer3,brand52,sub_brand2,LATA,NO RETORNABLE,5000,3032905.5,1.578600049,0.026654299,19213.05469,9.049599648,0.085000001
9/22/2022,market1,manufacturer16,brand43,sub_brand2,BOTELLA,NO RETORNABLE,500,82500,0.025,0.00043235,33000,0,0.0114
9/22/2022,market1,ABI,brand16,sub_brand20,LATA,NO RETORNABLE,355,2406444.5,3.067899942,0.125489011,7844.021484,13.00629997,0.047800001
9/22/2022,market1,manufacturer26,brand53,sub_brand2,BOTELLA,NO RETORNABLE,250,14724881,4.497499943,0.114624128,32739.95703,1.459200025,0.204500005
9/22/2022,market1,ABI,brand25,sub_brand2,BARRIL,NO RETORNABLE,,4267697.5,3.712300062,0.00129706,11496.21875,0,0.086599998
9/22/2022,market1,ABI,brand12,sub_brand21,BOTELLA,RETORNABLE,330,3007158.5,4.961800098,0.035216641,6060.606445,39.27730179,0.0075
9/22/2022,market1,manufacturer27,brand54,sub_brand2,BOTELLA,NO RETORNABLE,330,142077808,25.98950005,0.129642367,54667.46875,9.706399918,0.941699982
9/22/2022,market1,ABI,brand7,sub_brand22,BOTELLA,NO RETORNABLE,330,47090224,37.90230179,0.41202563,12424.09277,30.24679947,2.357500076
9/22/2022,market1,manufacturer3,brand4,sub_brand2,LATA,NO RETORNABLE,5000,10168922,5.900000095,0.01037645,17235.49023,0,0.676999986
9/22/2022,market1,manufacturer28,brand55,sub_brand2,BOTELLA,NO RETORNABLE,330,5520030.5,1.324200034,0.052394569,41685.11719,0,0.197899997
9/22/2022,market1,manufacturer22,brand46,sub_brand2,BOTELLA,NO RETORNABLE,330,101338128,28.5909996,0.212745607,35444.01172,23.55139923,1.303799987
9/22/2022,market1,ABI,brand7,sub_brand23,LATA,NO RETORNABLE,269,1031708992,933.255188,4.005552292,11054.9502,804.8665771,11.8987999
9/22/2022,market1,manufacturer29,brand56,sub_brand2,BOTELLA,NO RETORNABLE,330,2502517,2.752799988,0.00863521,9090.908203,2.668900013,0.0605
9/22/2022,market1,manufacturer10,brand57,sub_brand24,LATA,NO RETORNABLE,355,398144.5938,0.562699974,0.01632431,7075.132324,0,0.029300001
9/22/2022,market1,manufacturer22,brand46,sub_brand2,LATA,NO RETORNABLE,500,1037115.563,0.672599971,0.065455168,15420.1875,4.913099766,0.039999999
9/22/2022,market1,manufacturer22,brand46,sub_brand2,LATA,NO RETORNABLE,330,8362698,2.922899961,0.03134552,28611.44141,0,0.290499985
9/22/2022,market1,ABI,brand58,sub_brand3,LATA,NO RETORNABLE,330,3655639552,7205.571289,1.42611289,5073.351074,1497.193848,4.772699833
9/22/2022,market1,manufacturer10,brand57,sub_brand25,BOTELLA,NO RETORNABLE,355,77389.65625,0.101800002,0.00172517,7605.638672,0.162799999,0.0063
9/22/2022,market1,manufacturer30,brand59,sub_brand2,BOTELLA,NO RETORNABLE,500,14367584,6.320700169,0.018374961,22730.98438,0,0.840600014
9/22/2022,market1,manufacturer9,brand13,sub_brand2,BOTELLA,NO RETORNABLE,330,108860904,22.5529995,0.116640434,48268.91797,4.838900089,1.500100017
9/22/2022,market1,manufacturer10,brand33,sub_brand3,LATA,NO RETORNABLE,355,227861696,329.1394043,0.494942367,6922.955078,199.543396,0.393599987
9/22/2022,market1,manufacturer17,brand34,sub_brand2,LATA,NO RETORNABLE,330,5179946496,11375.69043,0.74193728,4553.522949,85.61129761,3.229099989
9/22/2022,market1,ABI,brand16,sub_brand3,LATA,NO RETORNABLE,355,692980800,877.0620728,0.177895829,7901.159668,447.1973877,0.51819998
9/22/2022,market1,manufacturer11,brand19,sub_brand3,BOTELLA,NO RETORNABLE,330,132863.4375,0.041999999,0.00129706,31666.57422,0,0.0079
9/22/2022,market1,manufacturer3,brand52,sub_brand2,LATA,NO RETORNABLE,500,12076145,5.190999985,0.074510559,23263.45703,11.14729977,0.463699996
9/22/2022,market1,manufacturer5,brand6,sub_brand2,LATA,NO RETORNABLE,500,6029599,2.250699997,0.01124115,26789.72852,0,0.333900005
9/22/2022,market1,ABI,brand45,sub_brand2,LATA,NO RETORNABLE,295,177540.3125,0.190899998,0.00043235,9299.930664,0,0.0002
9/22/2022,market1,manufacturer31,brand60,sub_brand2,LATA,NO RETORNABLE,330,17001720,24.65309906,0.02615729,6896.373535,0,1.075500011
9/22/2022,market1,ABI,brand58,sub_brand3,BOTELLA,RETORNABLE,330,1873707.25,2.969500065,0.149759173,6309.894043,54.35179901,0.107600003
9/22/2022,market1,ABI,brand61,sub_brand3,BOTELLA,NO RETORNABLE,275,2179360512,3110.213623,3.238745689,7007.108398,1647.91333,11.06980038
9/22/2022,market1,ABI,brand3,sub_brand3,BOTELLA,RETORNABLE,330,55620036,59.38430023,0.057132501,9366.110352,5.997000217,0.144299999
9/22/2022,market1,manufacturer10,brand14,sub_brand3,LATA,NO RETORNABLE,269,1304019072,1798.54895,1.60559845,7250.395508,1030.126831,6.549600124
9/22/2022,market1,ABI,brand16,sub_brand3,BOTELLA,RETORNABLE,1000,35453386752,65463.89453,12.05274296,5415.71582,22749.02344,22.27169991
9/22/2022,market1,ABI,brand1,sub_brand10,BOTELLA,RETORNABLE,330,2835844864,2783.555908,4.925805092,10187.84863,2763.951904,12.98060036
9/22/2022,market1,manufacturer26,brand53,sub_brand2,BOTELLA,NO RETORNABLE,330,23946384,6.0479002,0.029930539,39594.78125,2.550199986,0.958500028
9/22/2022,market1,manufacturer10,brand22,sub_brand18,BARRIL,NO RETORNABLE,,1138682.625,1.045400023,0.0008647,10892.06543,0,0.093099996
9/22/2022,market1,ABI,brand1,sub_brand26,LATA,NO RETORNABLE,355,6322710.5,8.590000153,0.023039781,7360.540039,20.15180016,0.043400001
9/22/2022,market1,manufacturer10,brand20,sub_brand3,BOTELLA,NO RETORNABLE,330,1839865984,1457.368774,2.48331809,12624.57324,1016.781006,8.79640007
9/22/2022,market1,ABI,brand45,sub_brand2,BOTELLA,NO RETORNABLE,355,256785296,303.8626099,0.061601199,8450.704102,0,0.124700002
9/22/2022,market1,manufacturer10,brand14,sub_brand3,BOTELLA,NO RETORNABLE,300,697134080,766.5632935,0.88840574,9094.279297,945.492981,2.385999918
9/22/2022,market1,ABI,brand36,sub_brand3,LATA,NO RETORNABLE,330,6689907200,15098.06934,0.488842398,4430.96875,11.04920006,0.716300011
9/22/2022,market1,manufacturer21,brand41,sub_brand3,LATA,NO RETORNABLE,473,20857984,7.003099918,0.00734998,29784.03125,0,0.324299991
9/22/2022,market1,ABI,brand16,sub_brand5,BOTELLA,RETORNABLE,330,1.44E+11,165182.3594,37.4593811,8723.836914,68596.91406,74.61979675
9/22/2022,market1,ABI,brand26,sub_brand9,BOTELLA,NO RETORNABLE,355,34743005184,25047.79102,19.71724701,13870.68652,13053.65039,44.74890137
9/22/2022,market1,ABI,brand45,sub_brand2,BOTELLA,NO RETORNABLE,250,10975846400,10276.49805,9.982652664,10680.53223,9238.484375,31.22710037
9/22/2022,market1,manufacturer10,brand14,sub_brand3,BOTELLA,RETORNABLE,750,8498515456,18778.74609,3.540583849,4525.603516,5874.262207,7.372300148
9/22/2022,market1,manufacturer10,brand14,sub_brand3,LATA,NO RETORNABLE,355,356954112,481.9025879,1.59372437,7407.183105,708.789978,2.46329999
9/22/2022,market1,manufacturer10,brand20,sub_brand3,BOTELLA,NO RETORNABLE,250,13520822272,12018.2002,9.727313042,11250.28906,6872.763184,26.75580025
9/22/2022,market1,manufacturer10,brand22,sub_brand27,BOTELLA,NO RETORNABLE,330,243751296,147.9252014,1.303579211,16478.01172,159.2640076,4.710000038
9/22/2022,market1,manufacturer32,brand62,sub_brand2,BOTELLA,NO RETORNABLE,330,12682792,3.418299913,0.01426761,37102.44531,0,0.767499983
9/22/2022,market1,ABI,brand16,sub_brand3,LATA,NO RETORNABLE,473,3195355648,4933.35498,0.671803176,6477.043945,685.2302856,2.255000114
9/22/2022,market1,ABI,brand7,sub_brand28,BOTELLA,NO RETORNABLE,330,483625.625,0.39320001,0.0045397,12300.6748,0,0.113799997
9/22/2022,market1,manufacturer33,brand63,sub_brand2,BOTELLA,NO RETORNABLE,330,145684816,72.40570068,0.184200332,20120.63281,68.29599762,1.753399968
9/22/2022,market1,ABI,brand12,sub_brand26,LATA,NO RETORNABLE,330,337899968,435.6843872,0.98517859,7755.611816,278.8422852,5.719799995
9/22/2022,market1,manufacturer10,brand57,sub_brand25,BOTELLA,NO RETORNABLE,300,11013148672,12881.18164,3.572007179,8549.796875,7714.427246,9.378199577
9/22/2022,market1,ABI,brand12,sub_brand26,LATA,NO RETORNABLE,355,954874.3125,1.386899948,0.191589326,6885.182617,8.494299889,0.092600003
9/22/2022,market1,manufacturer10,brand22,sub_brand27,BARRIL,NO RETORNABLE,,559520.375,0.507399976,0.0008647,11026.5957,0,0.093099996
9/22/2022,market1,ABI,brand12,sub_brand26,BOTELLA,RETORNABLE,330,22823270,36.46350098,0.288296252,6259.20752,44.72520065,0.185399994
9/22/2022,market1,manufacturer34,brand64,sub_brand2,BOTELLA,NO RETORNABLE,330,131231216,23.39850044,0.174336687,56085.3125,8.646400452,0.752200007
9/22/2022,market1,manufacturer35,brand65,sub_brand3,LATA,NO RETORNABLE,330,90248048,27.07439995,0.035131641,33333.33203,11.32450008,0.0147
9/22/2022,market1,manufacturer34,brand64,sub_brand2,BOTELLA,NO RETORNABLE,750,659754.5,0.090000004,0.00129706,73306.86719,0,0.016000001
9/22/2022,market1,ABI,brand15,sub_brand3,BOTELLA,RETORNABLE,750,3945803.75,6.371900082,0.04036101,6192.52002,33.5304985,0.0153
9/22/2022,market1,manufacturer36,brand66,sub_brand2,LATA,NO RETORNABLE,500,140744176,76.20880127,0.352200598,18468.23633,17.33309937,2.110599995
9/22/2022,market1,ABI,brand16,sub_brand3,LATA,NO RETORNABLE,269,6917038,7.350500107,0.099528261,9410.261719,7.944699764,0.0076
9/22/2022,market1,manufacturer11,brand19,sub_brand3,LATA,NO RETORNABLE,500,43207132,22.51320076,0.213340774,19191.89648,10.34560013,1.147199988
9/22/2022,market1,manufacturer37,brand67,sub_brand2,BOTELLA,NO RETORNABLE,330,1990388.25,0.68690002,0.00237794,28977.74023,0,0.116800003
9/22/2022,market1,manufacturer10,brand33,sub_brand3,BOTELLA,NO RETORNABLE,355,12886637,20.7859993,0.027833929,6199.657715,26.51070023,0.0845
9/22/2022,market1,manufacturer3,brand11,sub_brand2,LATA,NO RETORNABLE,500,44613716,21.48430061,0.202465683,20765.75977,16.57629967,1.617799997
9/22/2022,market1,manufacturer11,brand19,sub_brand14,LATA,NO RETORNABLE,500,32243626,15.65400028,0.199935019,20597.63281,13.40450001,0.8222
9/22/2022,market1,ABI,brand15,sub_brand3,BOTELLA,RETORNABLE,330,30598416384,33349.23438,8.129268646,9175.148438,13254.20508,10.7840004
9/22/2022,market1,ABI,brand7,sub_brand29,BOTELLA,NO RETORNABLE,330,122415960,122.5622025,0.369914234,9988.068359,38.86240005,3.748100042
9/22/2022,market1,manufacturer10,brand14,sub_brand3,BOTELLA,RETORNABLE,330,10935563264,15254.50098,8.147771835,7168.745605,15231.68848,19.09939957
9/22/2022,market1,manufacturer22,brand46,sub_brand3,BOTELLA,NO RETORNABLE,330,1477069.5,0.338499993,0.00345882,43638.30859,0,0.088600002
9/22/2022,market1,manufacturer38,brand68,sub_brand2,LATA,NO RETORNABLE,500,35594192,19.44269943,0.053771179,18307.18164,0.0091,1.152999997
9/22/2022,market1,ABI,brand16,sub_brand3,BOTELLA,NO RETORNABLE,330,28460286,37.0617981,0.067256711,7679.147949,56.50479889,0.185900003
9/22/2022,market1,manufacturer10,brand14,sub_brand5,LATA,NO RETORNABLE,330,1188328960,1785.658447,3.250450611,6654.850098,1081.966553,9.414400101
