year_month,sku,reference_volume,reference_price
2025-03,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 300.0,912.9689325,17149.03516
2025-04,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 300.0,796.0808927,17623.01953
2025-05,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 300.0,882.5611551,17173.43945
2025-06,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 300.0,792.7086823,16983.1582
2025-07,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 300.0,808.2099532,17982.9043
2025-08,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 300.0,843.9806041,18929.82422
2024-01,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,561.6500244,16825.7168
2024-02,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,349.8295898,17344.21484
2024-03,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,318.6908875,17429.52148
2024-04,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,230.4467926,19242.28516
2024-05,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,209.5503998,17232.83398
2024-06,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,168.9662018,18123.83008
2024-07,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,213.8560944,18047.96289
2024-08,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,135.5771942,16905.75391
2024-09,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,108.1216965,16174.12109
2024-10,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,121.8309021,16619.94336
2024-11,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,108.5060809,15985.88379
2024-12,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,123.5568414,16810.79297
2025-01,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,82.49774213,14398.11914
2025-02,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,64.8023942,15567.66309
2025-03,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,108.5996259,15374.82129
2025-04,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,123.329862,15882.11621
2025-05,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,123.462793,17040.97266
2025-06,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,86.06902671,15545.52539
2025-07,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,86.97380772,17095.19727
2025-08,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 330.0,172.0888187,24751.83984
2024-12,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,66.46534491,26583.99023
2025-01,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,106.542712,25382.08789
2025-02,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,38.98713332,26662.68359
2025-03,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,68.22454875,22934.3418
2025-04,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,75.93885481,15361.79395
2025-05,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,11.4991673,27275.39063
2025-06,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,2.816739038,26863.28906
2025-07,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,0.543191009,24148.20898
2025-08,3 CORDILLERAS ROSADA BOTELLA NO RETORNABLE 750.0,0.650024025,26032.45703
2024-01,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,499.0692139,12939.30566
2024-02,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,439.5795898,12908.50391
2024-03,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,551.9249268,13189.31543
2024-04,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,509.3041992,13145.96875
2024-05,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,680.9887085,12576.16895
2024-06,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,674.59198,12625.16992
2024-07,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,873.8739014,12797.9502
2024-08,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,873.3123779,13032.25781
2024-09,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1077.171875,12331.30078
2024-10,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1188.489014,12204.07031
2024-11,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1126.015157,12524.80078
2024-12,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1628.180724,11925.85449
2025-01,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1439.482284,12506.80762
2025-02,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,890.8198043,12682.95898
2025-03,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1005.864775,12588.95898
2025-04,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1067.344016,12608.00293
2025-05,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1059.67859,12437.26855
2025-06,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1147.890221,12733.37207
2025-07,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1370.325393,13263.03613
2025-08,3 CORDILLERAS ROSADA LATA NO RETORNABLE 269.0,1342.963205,12805.79395
2024-01,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,3.316800117,17135.64063
2024-02,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,2.903100014,15845.16992
2024-03,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,2.076900005,16550.19336
2024-04,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,1.39470005,16165.66602
2024-05,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.699199975,18173.6875
2024-06,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.0075,15151.13379
2024-07,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.0005,15137.71191
2024-08,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.0066,15151.51563
2024-12,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.0066,15151.51563
2025-01,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.0033,16666.66602
2025-02,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.0033,15151.51563
2025-03,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.081483999,16060.5957
2025-04,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.039551,16060.50586
2025-05,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.0033,16666.66602
2025-06,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,0.042899998,9673.660156
2025-07,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,8.122738302,30267.86914
2025-08,3 CORDILLERAS T. BOTELLA NO RETORNABLE 330.0,55.92298708,30310.95313
2024-01,8.6 T. LATA NO RETORNABLE 500.0,65.01550293,25738.04688
2024-02,8.6 T. LATA NO RETORNABLE 500.0,51.34429932,27363.68164
2024-03,8.6 T. LATA NO RETORNABLE 500.0,65.77940369,25061.58789
2024-04,8.6 T. LATA NO RETORNABLE 500.0,44.7132988,26599.80273
2024-05,8.6 T. LATA NO RETORNABLE 500.0,31.98920059,26954.58008
2024-06,8.6 T. LATA NO RETORNABLE 500.0,31.40559959,26311.92383
2024-07,8.6 T. LATA NO RETORNABLE 500.0,30.91110039,26327.53906
2024-08,8.6 T. LATA NO RETORNABLE 500.0,31.63669968,26887.69922
2024-09,8.6 T. LATA NO RETORNABLE 500.0,39.90729904,27813.43945
2024-10,8.6 T. LATA NO RETORNABLE 500.0,38.42620087,28889.17773
2024-11,8.6 T. LATA NO RETORNABLE 500.0,32.2395233,27335.44141
2024-12,8.6 T. LATA NO RETORNABLE 500.0,52.28012983,27925.82813
2025-01,8.6 T. LATA NO RETORNABLE 500.0,64.66020546,28676.7168
2025-02,8.6 T. LATA NO RETORNABLE 500.0,40.22530357,27931.75391
2025-03,8.6 T. LATA NO RETORNABLE 500.0,46.56605692,29431.73828
2025-04,8.6 T. LATA NO RETORNABLE 500.0,46.55255324,30327.22852
2025-05,8.6 T. LATA NO RETORNABLE 500.0,49.10207892,29128.85547
2025-06,8.6 T. LATA NO RETORNABLE 500.0,56.01383219,26710.48242
2025-07,8.6 T. LATA NO RETORNABLE 500.0,33.38725572,28636.00195
2025-08,8.6 T. LATA NO RETORNABLE 500.0,28.01085015,27615.98438
2024-01,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,1.096099973,60929.33984
2024-02,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.720399976,60750.02734
2024-03,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.836300015,60089.98047
2024-04,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.763300002,56200.29688
2024-05,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.47420001,57361.00391
2024-06,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.247500002,59010.19922
2024-07,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.245100006,60552.42578
2024-08,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.092399999,65019.36719
2024-09,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.104199998,62621.67188
2024-10,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.853799999,54300.01953
2024-11,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.78350903,60126.84375
2024-12,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,1.060257984,63823.18359
2025-01,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,1.085207043,64973.24219
2025-02,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.555814008,62096.91016
2025-03,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.611446993,61035.95313
2025-04,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,1.139053002,59494.98828
2025-05,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,0.972284067,59465.03906
2025-06,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,1.065810002,58623.65234
2025-07,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,1.408215027,48198.60156
2025-08,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 330.0,1.045746978,51623.21875
2024-01,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.084600002,73249.03906
2024-02,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.082500003,70799.14063
2024-03,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.108199999,72183.76563
2024-04,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.135000005,74886.97656
2024-05,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.1039,69935.08594
2024-06,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.051399998,70153.46094
2024-07,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.0493,78534.03906
2024-08,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.0482,67201.10938
2024-09,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.015,63342.66797
2024-10,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.0407,57535.27734
2024-11,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.062143,71022.42969
2024-12,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.652507986,72287.01563
2025-01,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.401776998,77167.35938
2025-02,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.124286001,75708.25
2025-03,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.091072996,72204.88281
2025-04,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.049286,75208.71094
2025-05,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.093214997,81314.85938
2025-06,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.172499005,80178.48438
2025-07,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.16285801,81267.64063
2025-08,ABBAYE D'AULNE T. BOTELLA NO RETORNABLE 750.0,0.129640006,80950.44531
2024-11,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,37.71551027,3202.213867
2024-12,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,1792.448654,3590.999512
2025-01,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,2262.809331,3554.337402
2025-02,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,2404.806687,3727.547852
2025-03,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,2885.285407,3724.653809
2025-04,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,2802.058128,3608.156982
2025-05,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,3523.930671,3590.328613
2025-06,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,3369.096725,3603.691895
2025-07,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,2982.216832,3672.223389
2025-08,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 1500.0,3541.130243,3685.372314
2025-08,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 200.0,6.964108119,8979.435547
2025-01,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,2.43199593,8353.425781
2025-02,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,308.9247993,8508.027344
2025-03,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,526.3825258,8499.84082
2025-04,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,452.5549453,8422.06543
2025-05,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,511.8472448,9078.841797
2025-06,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,714.9576965,9224.560547
2025-07,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,804.0690703,9327.923828
2025-08,ANDINA COLOMBIANA CTE BOTELLA NO RETORNABLE 330.0,683.1769154,9502.292969
2024-07,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,15.41450024,7728.317383
2024-08,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,819.0935059,7627.153809
2024-09,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,2639.907471,8152.669434
2024-10,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,4312.257324,8248.057617
2024-11,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,4261.839059,8684.083984
2024-12,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,5027.463126,7839.166016
2025-01,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,4815.348024,8497.432617
2025-02,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,3133.954513,8542.910156
2025-03,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,3220.018172,8530.007813
2025-04,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,3125.180315,8721.974609
2025-05,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,2975.922086,8859.203125
2025-06,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,2706.157904,8860.804688
2025-07,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,2725.418961,9072.826172
2025-08,ANDINA COLOMBIANA CTE LATA NO RETORNABLE 310.0,2856.079147,9119.782227
