target_sku,other_sku,manufacturer,elasticity
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,POKER CTE LATA NO RETORNABLE 269.0,ABI,0.002862141
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,REDD'S CTE LATA NO RETORNABLE 296.0,ABI,0.002916729
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY CHAPINERO BOTELLA NO RETORNABLE 330.0,ABI,0.002822011
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CUSQUENA CTE BOTELLA NO RETORNABLE 330.0,ABI,0.000520736
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,STELLA ARTOIS T. BOTELLA NO RETORNABLE 300.0,ABI,0.00285444
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,REDD'S CTE BOTELLA RETORNABLE 330.0,ABI,0.002860728
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA 0 BOTELLA RETORNABLE 330.0,ABI,0.002317536
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CORONITA EXTRA BOTELLA RETORNABLE 210.0,ABI,0.002902911
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,MICHELOB ULTRA CTE BOTELLA NO RETORNABLE 355.0,ABI,0.002990144
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,STELLA ARTOIS T. LATA NO RETORNABLE 269.0,ABI,0.001339198
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA 0 LATA NO RETORNABLE 330.0,ABI,0.002657375
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CTE LATA NO RETORNABLE 269.0,ABI,0.003061824
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 269.0,ABI,0.003013609
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT BOTELLA RETORNABLE 330.0,ABI,0.002702469
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY CAJICA LATA NO RETORNABLE 269.0,ABI,0.002878778
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CTE BOTELLA RETORNABLE 330.0,ABI,0.002967605
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA RETORNABLE 330.0,ABI,0.00294436
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT BOTELLA RETORNABLE 750.0,ABI,0.002781783
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY CAJICA BOTELLA NO RETORNABLE 330.0,ABI,0.002868041
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CORONA EXTRA BOTELLA NO RETORNABLE 355.0,ABI,0.002724251
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CTE BOTELLA RETORNABLE 1000.0,ABI,0.002356212
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,COSTENA BACANA BOTELLA NO RETORNABLE 320.0,ABI,0.002896631
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY SEPTIMAZO BOTELLA NO RETORNABLE 330.0,ABI,0.002959381
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CTE LATA NO RETORNABLE 473.0,ABI,0.002927574
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,MODELO ESPECIAL BOTELLA NO RETORNABLE 355.0,ABI,0.002305563
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,PILSEN CTE BOTELLA RETORNABLE 750.0,ABI,0.001071028
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CTE BOTELLA NO RETORNABLE 500.0,ABI,0.002872058
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT BOTELLA RETORNABLE 1000.0,ABI,0.002981904
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,POKER CTE BOTELLA RETORNABLE 300.0,ABI,0.00277038
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA TRIGO LATA NO RETORNABLE 330.0,ABI,0.002759757
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BUSCH LIGHT LATA NO RETORNABLE 330.0,ABI,0.002754533
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CORONA EXTRA BOTELLA NO RETORNABLE 330.0,ABI,0.00274152
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,POKER CTE OTROS ENVASES NO RETORNABLE 330.0,ABI,0.003088082
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BUDWEISER T. BOTELLA RETORNABLE 250.0,ABI,0.002477865
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA JUAN VALDEZ LATA NO RETORNABLE 269.0,ABI,0
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CTE BOTELLA NO RETORNABLE 330.0,ABI,0.002883824
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA TRIGO BOTELLA RETORNABLE 330.0,ABI,0.002851084
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,MICHELOB ULTRA CTE LATA NO RETORNABLE 269.0,ABI,0.002861389
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA GRAN DORADA BOTELLA RETORNABLE null.0,ABI,0.003069714
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT BOTELLA NO RETORNABLE 330.0,ABI,0.002945912
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CTE BOTELLA RETORNABLE 750.0,ABI,0.003162995
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BECK'S CTE LATA NO RETORNABLE 355.0,ABI,0.002911427
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT LATA NO RETORNABLE 296.0,ABI,0.002922963
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,REDD'S ROSE LATA NO RETORNABLE 269.0,ABI,0
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AUSTEN OTRAS LATA NO RETORNABLE 330.0,ABI,0.003065766
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BUDWEISER T. BOTELLA RETORNABLE 330.0,ABI,0
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BAHIA CTE LATA NO RETORNABLE 330.0,ABI,0.002884909
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CORONA EXTRA LATA NO RETORNABLE 269.0,ABI,0.003024211
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY LAGER BOTELLA NO RETORNABLE 330.0,ABI,0.002973026
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,POKER ROJA LATA NO RETORNABLE 330.0,ABI,0.002808267
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA FUSION BOTELLA RETORNABLE 175.0,ABI,0
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,COSTENA CTE BOTELLA RETORNABLE 350.0,ABI,0.002070613
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA SIEMBRA BOTELLA RETORNABLE 330.0,ABI,0.001990574
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BECK'S CTE LATA NO RETORNABLE 269.0,ABI,0.002639216
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA NO RETORNABLE 900.0,ABI,0.002896847
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT LATA NO RETORNABLE 300.0,ABI,0.002996018
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA FUSION BOTELLA RETORNABLE 330.0,ABI,0.002802774
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,POKER PURA MALTA BOTELLA RETORNABLE 330.0,ABI,0.001083609
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,NATIVA T. BOTELLA RETORNABLE 250.0,ABI,0.0028996
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA CERO BOTELLA NO RETORNABLE 330.0,ABI,0.002544761
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA ROJA LATA NO RETORNABLE 355.0,ABI,0.00291863
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY CANDELARIA BOTELLA NO RETORNABLE 330.0,ABI,0.002959381
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY OTRAS BOTELLA NO RETORNABLE 330.0,ABI,0.00285828
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT BOTELLA NO RETORNABLE 200.0,ABI,0.002930748
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,POKER CTE BOTELLA NO RETORNABLE 300.0,ABI,0.001266967
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,AGUILA LIGHT BOTELLA NO RETORNABLE 300.0,ABI,0.002930748
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BUDWEISER T. BOTELLA NO RETORNABLE null.0,ABI,0.002917652
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,POKER ROJA LATA NO RETORNABLE 355.0,ABI,0.00292072
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,BECK'S CTE BOTELLA RETORNABLE 275.0,ABI,0.002945652
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,CLUB COLOMBIA DOBLE MALTA BOTELLA NO RETORNABLE 330.0,ABI,0.000159015
KAUFMANN OTRAS LATA NO RETORNABLE 330.0,COSTENA CTE LATA NO RETORNABLE 296.0,ABI,0.002842907
POKER CTE LATA NO RETORNABLE 330.0,KAUFMANN OTRAS LATA NO RETORNABLE 330.0,ABI,0.001937629
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE LATA NO RETORNABLE 330.0,ABI,-0.00193909
POKER CTE LATA NO RETORNABLE 330.0,AGUILA FUSION LATA NO RETORNABLE 269.0,ABI,0.000571999
POKER CTE LATA NO RETORNABLE 330.0,COSTENA BACANA LATA NO RETORNABLE 269.0,ABI,0.002296771
POKER CTE LATA NO RETORNABLE 330.0,AGUILA IMPERIAL BOTELLA NO RETORNABLE 330.0,ABI,0
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA PREMIUM/EXTRA FINA BOTELLA NO RETORNABLE 330.0,ABI,0.001045529
POKER CTE LATA NO RETORNABLE 330.0,COSTENA CTE BOTELLA RETORNABLE 750.0,ABI,0.002061228
POKER CTE LATA NO RETORNABLE 330.0,COSTENA CTE LATA NO RETORNABLE 330.0,ABI,0.000921768
POKER CTE LATA NO RETORNABLE 330.0,AGUILA LIGHT LATA NO RETORNABLE 473.0,ABI,0.002111477
POKER CTE LATA NO RETORNABLE 330.0,AGUILA CTE LATA NO RETORNABLE 330.0,ABI,0.001994835
POKER CTE LATA NO RETORNABLE 330.0,COSTENA BACANA LATA NO RETORNABLE 473.0,ABI,0
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA DOBLE MALTA BOTELLA RETORNABLE 330.0,ABI,0.00121924
POKER CTE LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY ROSE BOTELLA NO RETORNABLE 330.0,ABI,0.001842462
POKER CTE LATA NO RETORNABLE 330.0,STELLA ARTOIS T. LATA NO RETORNABLE 330.0,ABI,0.002007208
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE LATA NO RETORNABLE 355.0,ABI,0.003620178
POKER CTE LATA NO RETORNABLE 330.0,PILSEN CTE BOTELLA RETORNABLE 300.0,ABI,0.002258933
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE BOTELLA RETORNABLE 330.0,ABI,0.002122479
POKER CTE LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY ROSE LATA NO RETORNABLE 269.0,ABI,0.001842462
POKER CTE LATA NO RETORNABLE 330.0,COSTENA BACANA BOTELLA RETORNABLE 320.0,ABI,0.002339005
POKER CTE LATA NO RETORNABLE 330.0,REDD'S CTE LATA NO RETORNABLE 269.0,ABI,0.002085688
POKER CTE LATA NO RETORNABLE 330.0,AGUILA CTE LATA NO RETORNABLE 355.0,ABI,0.003287241
POKER CTE LATA NO RETORNABLE 330.0,COSTENITA CTE BOTELLA RETORNABLE 175.0,ABI,0.00286404
POKER CTE LATA NO RETORNABLE 330.0,PILSEN CTE BOTELLA RETORNABLE 1000.0,ABI,0.001848485
POKER CTE LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY MONSERRATE BOTELLA NO RETORNABLE 330.0,ABI,0.001927453
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA ROJA LATA NO RETORNABLE 330.0,ABI,0.004260975
POKER CTE LATA NO RETORNABLE 330.0,PILSEN CTE LATA NO RETORNABLE 355.0,ABI,0.003084892
POKER CTE LATA NO RETORNABLE 330.0,AGUILA 0 LATA NO RETORNABLE 355.0,ABI,0.005628924
POKER CTE LATA NO RETORNABLE 330.0,POKER LIGERA BOTELLA RETORNABLE 330.0,ABI,0.005749248
POKER CTE LATA NO RETORNABLE 330.0,CORONA CERO LATA NO RETORNABLE 269.0,ABI,0
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA OKTOBERFEST BOTELLA RETORNABLE 330.0,ABI,0.003568968
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE BOTELLA RETORNABLE 750.0,ABI,0.002834176
POKER CTE LATA NO RETORNABLE 330.0,AGUILA IMPERIAL BOTELLA RETORNABLE 330.0,ABI,0
POKER CTE LATA NO RETORNABLE 330.0,BUDWEISER T. LATA NO RETORNABLE 269.0,ABI,0.003139456
POKER CTE LATA NO RETORNABLE 330.0,STELLA ARTOIS T. BARRIL NO RETORNABLE null.0,ABI,0.005042093
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE BOTELLA NO RETORNABLE 330.0,ABI,0.005726581
POKER CTE LATA NO RETORNABLE 330.0,PILSEN CTE LATA NO RETORNABLE 473.0,ABI,0.001400734
POKER CTE LATA NO RETORNABLE 330.0,AGUILA CTE BOTELLA RETORNABLE 250.0,ABI,0.003251893
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA OKTOBERFEST LATA NO RETORNABLE 330.0,ABI,0.001888238
POKER CTE LATA NO RETORNABLE 330.0,AGUILA CERO BOTELLA RETORNABLE 330.0,ABI,0.003816054
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE LATA NO RETORNABLE 473.0,ABI,0.00093936
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA NEGRA LATA NO RETORNABLE 355.0,ABI,0.002790076
POKER CTE LATA NO RETORNABLE 330.0,BUDWEISER T. LATA NO RETORNABLE 355.0,ABI,0.002917022
POKER CTE LATA NO RETORNABLE 330.0,BOGOTA BEER COMPANY OTRAS BARRIL NO RETORNABLE null.0,ABI,0.001458932
POKER CTE LATA NO RETORNABLE 330.0,CORONITA EXTRA BOTELLA NO RETORNABLE 207.0,ABI,0.000501547
POKER CTE LATA NO RETORNABLE 330.0,BUDWEISER T. BOTELLA NO RETORNABLE 250.0,ABI,0.00306945
POKER CTE LATA NO RETORNABLE 330.0,POKER LIGERA LATA NO RETORNABLE 330.0,ABI,0.004002481
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA NEGRA BOTELLA RETORNABLE 330.0,ABI,0.000736133
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA PREMIUM/EXTRA FINA LATA NO RETORNABLE 330.0,ABI,0.002480709
POKER CTE LATA NO RETORNABLE 330.0,CUSQUENA CTE BOTELLA NO RETORNABLE 310.0,ABI,0.001627658
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE BOTELLA RETORNABLE 250.0,ABI,0.000444728
POKER CTE LATA NO RETORNABLE 330.0,CORONA EXTRA BOTELLA NO RETORNABLE 210.0,ABI,0.005505165
POKER CTE LATA NO RETORNABLE 330.0,POKER CTE BOTELLA RETORNABLE 1000.0,ABI,0.000977461
POKER CTE LATA NO RETORNABLE 330.0,BECK'S CTE LATA NO RETORNABLE 330.0,ABI,0.002535327
POKER CTE LATA NO RETORNABLE 330.0,PILSEN CTE BOTELLA RETORNABLE 330.0,ABI,0.00725711
POKER CTE LATA NO RETORNABLE 330.0,CLUB COLOMBIA TRIGO BOTELLA NO RETORNABLE 330.0,ABI,0.003365602
POKER CTE LATA NO RETORNABLE 330.0,POKER PURA MALTA LATA NO RETORNABLE 330.0,ABI,0.003069514
